Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2006,88,Nevada,Priv. Manufacturing,104,39,1,2,3.1%,6.2%
2006,88,Nevada,Priv. Construction,335,135,26,28,19.5%,20.9%
2006,12,New Hampshire,Total,"4,065",620,63,70,10.1%,11.3%
2006,12,New Hampshire,Public,591,88,39,45,44.9%,51.8%
2006,12,New Hampshire,Private,"3,474",532,23,25,4.4%,4.6%
2006,12,New Hampshire,Priv. Manufacturing,630,96,4,5,4.3%,5.0%
2006,12,New Hampshire,Priv. Construction,206,32,3,3,9.6%,9.6%
2006,22,New Jersey,Total,"3,796","3,827",770,825,20.1%,21.6%
2006,22,New Jersey,Public,645,643,414,439,64.4%,68.2%
2006,22,New Jersey,Private,"3,151","3,184",356,387,11.2%,12.1%
2006,22,New Jersey,Priv. Manufacturing,398,402,50,52,12.4%,12.9%
2006,22,New Jersey,Priv. Construction,180,183,53,54,28.9%,29.4%
2006,85,New Mexico,Total,"1,647",796,62,92,7.8%,11.5%
2006,85,New Mexico,Public,408,192,33,52,17.0%,27.3%
2006,85,New Mexico,Private,"1,239",605,30,39,4.9%,6.5%
2006,85,New Mexico,Priv. Manufacturing,71,34,1,2,4.2%,6.7%
2006,85,New Mexico,Priv. Construction,122,63,7,8,11.7%,13.2%
2006,21,New York,Total,"7,499","8,115","1,981","2,060",24.4%,25.4%
2006,21,New York,Public,"1,380","1,458","1,004","1,033",68.8%,70.8%
2006,21,New York,Private,"6,119","6,657",978,"1,027",14.7%,15.4%
2006,21,New York,Priv. Manufacturing,637,672,98,103,14.5%,15.3%
2006,21,New York,Priv. Construction,384,420,102,105,24.2%,25.0%
2006,56,North Carolina,Total,"3,530","3,810",126,155,3.3%,4.1%
2006,56,North Carolina,Public,592,629,68,84,10.8%,13.3%
2006,56,North Carolina,Private,"2,938","3,181",58,72,1.8%,2.2%
2006,56,North Carolina,Priv. Manufacturing,539,574,18,23,3.1%,4.0%
2006,56,North Carolina,Priv. Construction,281,310,3,3,0.9%,0.9%
2006,44,North Dakota,Total,"2,406",300,20,24,6.8%,8.0%
2006,44,North Dakota,Public,551,68,12,15,17.3%,21.7%
2006,44,North Dakota,Private,"1,855",232,9,9,3.7%,4.0%
2006,44,North Dakota,Priv. Manufacturing,182,23,2,2,8.6%,8.6%
2006,44,North Dakota,Priv. Construction,114,14,1,1,5.4%,6.3%
2006,31,Ohio,Total,"5,209","5,170",734,801,14.2%,15.5%
2006,31,Ohio,Public,755,742,323,361,43.5%,48.6%
2006,31,Ohio,Private,"4,454","4,428",411,440,9.3%,9.9%
2006,31,Ohio,Priv. Manufacturing,968,951,161,169,16.9%,17.7%
2006,31,Ohio,Priv. Construction,261,262,53,53,20.1%,20.1%
2006,73,Oklahoma,Total,"2,030","1,453",93,112,6.4%,7.7%
2006,73,Oklahoma,Public,400,275,52,64,18.7%,23.1%
2006,73,Oklahoma,Private,"1,630","1,177",41,49,3.5%,4.2%
2006,73,Oklahoma,Priv. Manufacturing,219,158,14,16,9.1%,10.1%
2006,73,Oklahoma,Priv. Construction,105,79,3,4,4.1%,4.7%
2006,92,Oregon,Total,"2,286","1,527",211,225,13.8%,14.7%
2006,92,Oregon,Public,363,233,113,124,48.5%,53.4%
2006,92,Oregon,Private,"1,923","1,294",98,100,7.5%,7.7%
2006,92,Oregon,Priv. Manufacturing,306,206,24,25,11.7%,12.0%
2006,92,Oregon,Priv. Construction,139,98,12,12,12.0%,12.0%
2006,23,Pennsylvania,Total,"5,507","5,457",745,802,13.6%,14.7%
2006,23,Pennsylvania,Public,736,713,364,390,51.0%,54.7%
2006,23,Pennsylvania,Private,"4,771","4,744",381,412,8.0%,8.7%
2006,23,Pennsylvania,Priv. Manufacturing,781,764,105,106,13.7%,13.9%
2006,23,Pennsylvania,Priv. Construction,279,285,47,47,16.5%,16.5%
2006,15,Rhode Island,Total,"3,172",498,76,79,15.3%,16.0%
2006,15,Rhode Island,Public,424,65,43,44,65.5%,67.8%
2006,15,Rhode Island,Private,"2,748",432,33,35,7.8%,8.1%
2006,15,Rhode Island,Priv. Manufacturing,436,68,5,5,7.1%,7.1%
2006,15,Rhode Island,Priv. Construction,175,28,5,5,16.5%,16.5%
2006,57,South Carolina,Total,"2,232","1,775",59,74,3.3%,4.2%
2006,57,South Carolina,Public,416,326,27,41,8.2%,12.6%
2006,57,South Carolina,Private,"1,816","1,449",32,33,2.2%,2.3%
2006,57,South Carolina,Priv. Manufacturing,384,303,9,9,2.8%,3.0%
2006,57,South Carolina,Priv. Construction,159,134,4,4,2.7%,2.7%
2006,45,South Dakota,Total,"2,830",351,21,25,5.9%,7.2%
2006,45,South Dakota,Public,511,60,13,17,21.1%,27.6%
2006,45,South Dakota,Private,"2,319",291,8,9,2.8%,2.9%
2006,45,South Dakota,Priv. Manufacturing,370,44,4,4,8.8%,9.3%
2006,45,South Dakota,Priv. Construction,187,23,0,0,1.7%,1.7%
2006,62,Tennessee,Total,"2,392","2,550",153,174,6.0%,6.8%
2006,62,Tennessee,Public,368,393,86,98,21.7%,24.9%
2006,62,Tennessee,Private,"2,024","2,156",67,76,3.1%,3.5%
2006,62,Tennessee,Priv. Manufacturing,379,396,33,35,8.2%,8.9%
2006,62,Tennessee,Priv. Construction,180,190,3,3,1.5%,1.5%
2006,74,Texas,Total,"8,785","9,751",476,576,4.9%,5.9%
2006,74,Texas,Public,"1,465","1,584",246,311,15.5%,19.6%
2006,74,Texas,Private,"7,320","8,167",231,265,2.8%,3.2%
2006,74,Texas,Priv. Manufacturing,915,"1,032",61,67,5.9%,6.5%
2006,74,Texas,Priv. Construction,683,778,15,16,1.9%,2.0%
2006,87,Utah,Total,"2,474","1,121",61,69,5.4%,6.1%
2006,87,Utah,Public,452,197,35,40,18.0%,20.4%
2006,87,Utah,Private,"2,022",923,25,28,2.7%,3.1%
2006,87,Utah,Priv. Manufacturing,275,124,6,7,4.5%,5.9%
2006,87,Utah,Priv. Construction,202,93,4,4,4.2%,4.2%
2006,13,Vermont,Total,"2,761",305,34,39,11.0%,12.9%
2006,13,Vermont,Public,481,52,21,25,40.7%,48.6%
2006,13,Vermont,Private,"2,280",253,13,14,5.0%,5.6%
2006,13,Vermont,Priv. Manufacturing,329,36,1,2,3.4%,4.4%
2006,13,Vermont,Priv. Construction,169,20,1,1,3.7%,3.7%
2006,54,Virginia,Total,"4,010","3,446",139,179,4.0%,5.2%
2006,54,Virginia,Public,757,638,54,75,8.4%,11.8%
2006,54,Virginia,Private,"3,253","2,808",86,104,3.1%,3.7%
2006,54,Virginia,Priv. Manufacturing,319,273,21,27,7.8%,9.8%
2006,54,Virginia,Priv. Construction,336,288,5,13,1.8%,4.5%
2006,91,Washington,Total,"3,084","2,772",549,583,19.8%,21.0%
2006,91,Washington,Public,524,461,260,278,56.3%,60.2%
2006,91,Washington,Private,"2,560","2,311",289,305,12.5%,13.2%
2006,91,Washington,Priv. Manufacturing,383,341,69,71,20.3%,20.8%
2006,91,Washington,Priv. Construction,178,165,42,42,25.5%,25.5%
2006,55,West Virginia,Total,"1,883",710,101,110,14.2%,15.5%
2006,55,West Virginia,Public,381,140,42,46,30.0%,32.5%
2006,55,West Virginia,Private,"1,502",570,59,64,10.3%,11.3%
2006,55,West Virginia,Priv. Manufacturing,179,68,15,16,21.3%,23.7%
2006,55,West Virginia,Priv. Construction,119,46,7,8,15.8%,16.5%
2006,35,Wisconsin,Total,"3,547","2,587",386,415,14.9%,16.1%
2006,35,Wisconsin,Public,482,341,183,197,53.6%,57.8%
2006,35,Wisconsin,Private,"3,065","2,245",203,218,9.0%,9.7%
2006,35,Wisconsin,Priv. Manufacturing,680,498,82,86,16.5%,17.3%
2006,35,Wisconsin,Priv. Construction,144,112,32,33,28.9%,29.5%
2006,83,Wyoming,Total,"2,364",235,19,24,8.3%,10.0%
2006,83,Wyoming,Public,535,53,8,11,15.6%,20.4%
2006,83,Wyoming,Private,"1,829",182,11,13,6.1%,6.9%
2006,83,Wyoming,Priv. Manufacturing,90,9,1,1,7.9%,9.1%
2006,83,Wyoming,Priv. Construction,183,18,2,2,10.6%,11.2%
2007,63,Alabama,Total,"1,789","1,895",180,201,9.5%,10.6%
2007,63,Alabama,Public,329,339,105,116,30.9%,34.3%
2007,63,Alabama,Private,"1,460","1,556",76,85,4.9%,5.5%
2007,63,Alabama,Priv. Manufacturing,295,310,26,32,8.5%,10.5%
2007,63,Alabama,Priv. Construction,127,143,8,8,5.3%,5.3%
2007,94,Alaska,Total,"2,355",284,68,70,23.8%,24.7%
2007,94,Alaska,Public,659,78,41,42,52.3%,53.9%
2007,94,Alaska,Private,"1,696",206,27,28,13.0%,13.6%
2007,94,Alaska,Priv. Manufacturing,36,5,1,1,14.2%,17.1%
2007,94,Alaska,Priv. Construction,156,19,6,6,30.4%,30.4%
2007,86,Arizona,Total,"2,297","2,619",230,255,8.8%,9.7%
2007,86,Arizona,Public,369,413,86,100,20.9%,24.3%
2007,86,Arizona,Private,"1,928","2,207",143,155,6.5%,7.0%
2007,86,Arizona,Priv. Manufacturing,203,229,16,17,7.1%,7.5%
2007,86,Arizona,Priv. Construction,228,268,23,24,8.4%,8.8%
2007,71,Arkansas,Total,"1,781","1,154",62,75,5.4%,6.5%
2007,71,Arkansas,Public,370,235,31,39,13.0%,16.7%
2007,71,Arkansas,Private,"1,411",919,31,36,3.4%,3.9%
2007,71,Arkansas,Priv. Manufacturing,294,185,14,16,7.6%,8.9%
2007,71,Arkansas,Priv. Construction,102,70,1,1,1.7%,1.7%
2007,93,California,Total,"13,782","14,856","2,474","2,650",16.7%,17.8%
2007,93,California,Public,"2,266","2,395","1,272","1,345",53.1%,56.1%
2007,93,California,Private,"11,516","12,461","1,202","1,306",9.6%,10.5%
2007,93,California,Priv. Manufacturing,"1,480","1,601",141,150,8.8%,9.4%
2007,93,California,Priv. Construction,971,"1,083",179,184,16.5%,17.0%
2007,84,Colorado,Total,"3,928","2,204",191,202,8.7%,9.2%
2007,84,Colorado,Public,646,355,87,93,24.4%,26.1%
2007,84,Colorado,Private,"3,282","1,849",104,110,5.6%,5.9%
2007,84,Colorado,Priv. Manufacturing,366,207,31,32,15.1%,15.7%
2007,84,Colorado,Priv. Construction,300,170,14,15,8.4%,8.8%
2007,16,Connecticut,Total,"4,027","1,617",253,269,15.6%,16.6%
2007,16,Connecticut,Public,592,239,148,156,62.2%,65.4%
2007,16,Connecticut,Private,"3,435","1,379",105,113,7.6%,8.2%
2007,16,Connecticut,Priv. Manufacturing,541,214,22,23,10.2%,10.5%
2007,16,Connecticut,Priv. Construction,173,71,13,13,17.9%,17.9%
2007,51,Delaware,Total,"2,904",396,47,50,12.0%,12.8%
2007,51,Delaware,Public,486,65,24,26,36.4%,39.7%
2007,51,Delaware,Private,"2,418",330,24,25,7.2%,7.4%
2007,51,Delaware,Priv. Manufacturing,301,41,5,5,11.6%,11.9%
2007,51,Delaware,Priv. Construction,215,30,3,4,11.4%,11.9%
2007,53,District of Columbia,Total,"2,474",278,29,38,10.3%,13.6%
2007,53,District of Columbia,Public,671,74,14,18,18.4%,23.9%
2007,53,District of Columbia,Private,"1,803",204,15,20,7.4%,9.8%
2007,53,District of Columbia,Priv. Manufacturing,31,4,0,0,0.0%,6.6%
2007,53,District of Columbia,Priv. Construction,66,8,1,1,13.4%,14.4%
2007,59,Florida,Total,"7,120","7,741",455,562,5.9%,7.3%
2007,59,Florida,Public,"1,018","1,096",289,362,26.3%,33.0%
2007,59,Florida,Private,"6,102","6,645",166,201,2.5%,3.0%
2007,59,Florida,Priv. Manufacturing,420,456,13,15,2.8%,3.2%
2007,59,Florida,Priv. Construction,571,632,21,24,3.3%,3.8%
2007,58,Georgia,Total,"3,846","4,181",186,226,4.4%,5.4%
2007,58,Georgia,Public,660,707,89,106,12.6%,14.9%
2007,58,Georgia,Private,"3,186","3,475",97,120,2.8%,3.5%
2007,58,Georgia,Priv. Manufacturing,468,503,21,26,4.3%,5.2%
2007,58,Georgia,Priv. Construction,259,286,19,19,6.8%,6.8%
2007,95,Hawaii,Total,"2,664",556,130,135,23.4%,24.2%
2007,95,Hawaii,Public,533,109,62,64,56.9%,58.3%
2007,95,Hawaii,Private,"2,131",447,68,71,15.2%,15.9%
2007,95,Hawaii,Priv. Manufacturing,75,16,2,2,13.3%,14.8%
2007,95,Hawaii,Priv. Construction,195,43,15,16,35.0%,36.0%
2007,82,Idaho,Total,"1,998",635,33,41,5.3%,6.4%
2007,82,Idaho,Public,371,115,16,21,13.8%,18.0%
2007,82,Idaho,Private,"1,627",519,17,20,3.4%,3.9%
2007,82,Idaho,Priv. Manufacturing,234,75,3,4,4.1%,5.0%
2007,82,Idaho,Priv. Construction,160,51,3,4,6.5%,8.0%
2007,33,Illinois,Total,"5,571","5,802",842,884,14.5%,15.2%
2007,33,Illinois,Public,798,811,358,375,44.2%,46.2%
2007,33,Illinois,Private,"4,773","4,991",484,509,9.7%,10.2%
2007,33,Illinois,Priv. Manufacturing,754,787,106,107,13.5%,13.7%
2007,33,Illinois,Priv. Construction,282,299,112,114,37.6%,38.2%
2007,32,Indiana,Total,"2,724","2,779",333,359,12.0%,12.9%
2007,32,Indiana,Public,394,391,100,116,25.5%,29.7%
2007,32,Indiana,Private,"2,330","2,387",233,243,9.8%,10.2%
2007,32,Indiana,Priv. Manufacturing,558,569,105,108,18.6%,18.9%
2007,32,Indiana,Priv. Construction,143,149,45,45,30.1%,30.1%
2007,42,Iowa,Total,"3,670","1,417",149,185,10.5%,13.1%
2007,42,Iowa,Public,593,227,75,99,32.9%,43.7%
2007,42,Iowa,Private,"3,077","1,190",74,86,6.2%,7.2%
2007,42,Iowa,Priv. Manufacturing,614,239,41,47,17.4%,19.6%
2007,42,Iowa,Priv. Construction,175,70,8,8,10.8%,11.4%
2007,47,Kansas,Total,"2,708","1,274",89,110,7.0%,8.7%
2007,47,Kansas,Public,489,224,39,49,17.3%,22.0%
2007,47,Kansas,Private,"2,219","1,050",50,61,4.8%,5.8%
2007,47,Kansas,Priv. Manufacturing,348,164,20,26,12.0%,16.1%
2007,47,Kansas,Priv. Construction,128,62,8,9,13.5%,14.3%
2007,61,Kentucky,Total,"2,446","1,734",157,192,9.1%,11.1%
2007,61,Kentucky,Public,437,303,50,75,16.6%,24.7%
2007,61,Kentucky,Private,"2,009","1,430",107,117,7.5%,8.2%
2007,61,Kentucky,Priv. Manufacturing,348,247,24,26,9.6%,10.4%
2007,61,Kentucky,Priv. Construction,126,92,10,10,10.4%,10.4%
2007,72,Louisiana,Total,"1,464","1,670",94,108,5.6%,6.5%
2007,72,Louisiana,Public,260,285,38,49,13.4%,17.2%
2007,72,Louisiana,Private,"1,204","1,385",56,59,4.0%,4.3%
2007,72,Louisiana,Priv. Manufacturing,128,148,23,23,15.7%,15.7%
2007,72,Louisiana,Priv. Construction,105,123,16,17,12.6%,14.2%
2007,11,Maine,Total,"3,299",574,67,79,11.7%,13.8%
2007,11,Maine,Public,576,98,43,52,44.0%,53.0%
2007,11,Maine,Private,"2,723",476,24,28,5.1%,5.8%
2007,11,Maine,Priv. Manufacturing,386,67,11,11,16.4%,16.7%
2007,11,Maine,Priv. Construction,169,31,1,1,4.2%,4.2%
2007,52,Maryland,Total,"4,374","2,598",335,376,12.9%,14.5%
2007,52,Maryland,Public,"1,107",654,196,219,29.9%,33.5%
2007,52,Maryland,Private,"3,267","1,944",139,157,7.2%,8.1%
2007,52,Maryland,Priv. Manufacturing,221,127,17,18,13.8%,14.2%
2007,52,Maryland,Priv. Construction,316,187,23,24,12.1%,12.6%
2007,14,Massachusetts,Total,"2,693","2,882",379,402,13.2%,14.0%
2007,14,Massachusetts,Public,325,340,186,197,54.7%,57.9%
2007,14,Massachusetts,Private,"2,368","2,542",193,205,7.6%,8.1%
2007,14,Massachusetts,Priv. Manufacturing,254,270,20,20,7.6%,7.6%
2007,14,Massachusetts,Priv. Construction,125,138,22,24,16.1%,17.5%
2007,34,Michigan,Total,"4,041","4,193",819,865,19.5%,20.6%
2007,34,Michigan,Public,566,578,316,335,54.6%,57.9%
2007,34,Michigan,Private,"3,475","3,615",503,530,13.9%,14.7%
2007,34,Michigan,Priv. Manufacturing,827,855,203,210,23.8%,24.6%
2007,34,Michigan,Priv. Construction,179,194,39,40,20.0%,20.7%
2007,41,Minnesota,Total,"4,586","2,460",400,419,16.3%,17.0%
2007,41,Minnesota,Public,693,364,200,211,54.9%,57.8%
2007,41,Minnesota,Private,"3,893","2,096",200,209,9.6%,10.0%
2007,41,Minnesota,Priv. Manufacturing,662,352,36,37,10.2%,10.4%
2007,41,Minnesota,Priv. Construction,237,130,41,41,31.3%,31.7%
2007,64,Mississippi,Total,"1,433","1,068",72,95,6.7%,8.9%
2007,64,Mississippi,Public,302,221,26,41,11.9%,18.5%
2007,64,Mississippi,Private,"1,131",847,45,54,5.4%,6.4%
2007,64,Mississippi,Priv. Manufacturing,263,195,22,27,11.1%,13.9%
2007,64,Mississippi,Priv. Construction,87,68,2,2,3.3%,3.3%
2007,43,Missouri,Total,"2,930","2,585",275,308,10.7%,11.9%
2007,43,Missouri,Public,415,359,82,103,22.8%,28.6%
2007,43,Missouri,Private,"2,515","2,227",194,205,8.7%,9.2%
2007,43,Missouri,Priv. Manufacturing,443,390,50,52,12.8%,13.4%
2007,43,Missouri,Priv. Construction,165,149,46,46,30.7%,31.3%
2007,81,Montana,Total,"1,664",399,54,62,13.5%,15.6%
2007,81,Montana,Public,366,86,35,39,40.6%,44.7%
2007,81,Montana,Private,"1,298",312,19,24,6.0%,7.6%
2007,81,Montana,Priv. Manufacturing,86,21,2,3,10.0%,13.6%
2007,81,Montana,Priv. Construction,120,29,4,5,14.2%,18.0%
2007,46,Nebraska,Total,"2,860",836,65,81,7.8%,9.7%
2007,46,Nebraska,Public,539,155,38,50,24.7%,32.1%
2007,46,Nebraska,Private,"2,321",681,27,31,3.9%,4.6%
2007,46,Nebraska,Priv. Manufacturing,382,110,8,9,7.0%,8.5%
2007,46,Nebraska,Priv. Construction,114,33,3,3,9.1%,9.1%
2007,88,Nevada,Total,"2,979","1,177",182,208,15.4%,17.7%
2007,88,Nevada,Public,393,149,50,62,33.6%,41.9%
2007,88,Nevada,Private,"2,586","1,028",132,146,12.8%,14.2%
2007,88,Nevada,Priv. Manufacturing,92,37,3,4,8.8%,11.7%
2007,88,Nevada,Priv. Construction,314,127,29,31,22.7%,24.1%
2007,12,New Hampshire,Total,"4,034",631,61,70,9.7%,11.2%
2007,12,New Hampshire,Public,577,89,41,47,45.8%,53.5%
2007,12,New Hampshire,Private,"3,457",542,20,23,3.8%,4.3%
2007,12,New Hampshire,Priv. Manufacturing,603,93,3,3,3.3%,3.6%
2007,12,New Hampshire,Priv. Construction,198,32,3,3,9.5%,9.5%
2007,22,New Jersey,Total,"3,710","3,897",748,802,19.2%,20.6%
2007,22,New Jersey,Public,641,666,421,446,63.2%,67.0%
2007,22,New Jersey,Private,"3,069","3,231",327,356,10.1%,11.0%
2007,22,New Jersey,Priv. Manufacturing,374,387,29,32,7.4%,8.3%
2007,22,New Jersey,Priv. Construction,195,199,47,47,23.8%,23.8%
2007,85,New Mexico,Total,"1,605",800,62,91,7.7%,11.4%
2007,85,New Mexico,Public,435,206,39,63,19.1%,30.8%
2007,85,New Mexico,Private,"1,170",594,22,28,3.8%,4.7%
2007,85,New Mexico,Priv. Manufacturing,70,36,0,1,1.3%,2.5%
2007,85,New Mexico,Priv. Construction,103,53,2,2,3.9%,3.9%
2007,21,New York,Total,"7,247","8,150","2,055","2,146",25.2%,26.3%
2007,21,New York,Public,"1,302","1,420",994,"1,017",70.0%,71.6%
2007,21,New York,Private,"5,945","6,730","1,061","1,130",15.8%,16.8%
2007,21,New York,Priv. Manufacturing,561,612,100,104,16.4%,17.1%
2007,21,New York,Priv. Construction,397,466,127,128,27.4%,27.6%
2007,56,North Carolina,Total,"3,420","3,771",114,147,3.0%,3.9%
2007,56,North Carolina,Public,569,621,50,71,8.1%,11.5%
2007,56,North Carolina,Private,"2,851","3,150",64,76,2.0%,2.4%
2007,56,North Carolina,Priv. Manufacturing,471,513,17,19,3.3%,3.8%
2007,56,North Carolina,Priv. Construction,254,284,4,6,1.5%,2.0%
2007,44,North Dakota,Total,"2,414",303,19,23,6.4%,7.6%
2007,44,North Dakota,Public,517,64,10,12,15.4%,18.7%
2007,44,North Dakota,Private,"1,897",239,10,11,4.0%,4.7%
2007,44,North Dakota,Priv. Manufacturing,187,24,2,2,6.5%,6.5%
2007,44,North Dakota,Priv. Construction,138,18,2,2,9.2%,10.6%
2007,31,Ohio,Total,"5,075","5,187",730,797,14.1%,15.4%
2007,31,Ohio,Public,790,802,337,374,42.0%,46.7%
2007,31,Ohio,Private,"4,285","4,385",394,423,9.0%,9.6%
2007,31,Ohio,Priv. Manufacturing,921,931,127,131,13.6%,14.1%
2007,31,Ohio,Priv. Construction,259,267,70,72,26.3%,27.1%
2007,73,Oklahoma,Total,"2,071","1,456",103,124,7.1%,8.5%
2007,73,Oklahoma,Public,423,294,63,76,21.4%,25.8%
2007,73,Oklahoma,Private,"1,648","1,163",41,49,3.5%,4.2%
2007,73,Oklahoma,Priv. Manufacturing,198,140,12,13,8.4%,9.5%
2007,73,Oklahoma,Priv. Construction,115,83,4,4,4.9%,4.9%
2007,92,Oregon,Total,"2,310","1,582",227,243,14.3%,15.4%
2007,92,Oregon,Public,355,236,123,132,52.2%,55.6%
2007,92,Oregon,Private,"1,955","1,346",103,112,7.7%,8.3%
2007,92,Oregon,Priv. Manufacturing,309,213,25,25,11.6%,11.8%
2007,92,Oregon,Priv. Construction,160,115,16,17,14.0%,14.6%
2007,23,Pennsylvania,Total,"5,441","5,496",830,910,15.1%,16.6%
2007,23,Pennsylvania,Public,709,706,366,401,51.9%,56.8%
2007,23,Pennsylvania,Private,"4,732","4,790",464,509,9.7%,10.6%
2007,23,Pennsylvania,Priv. Manufacturing,727,722,124,127,17.2%,17.6%
2007,23,Pennsylvania,Priv. Construction,281,287,50,51,17.2%,17.6%
2007,15,Rhode Island,Total,"3,131",497,75,78,15.0%,15.8%
2007,15,Rhode Island,Public,423,66,42,44,63.7%,66.2%
2007,15,Rhode Island,Private,"2,708",431,32,35,7.5%,8.0%
2007,15,Rhode Island,Priv. Manufacturing,421,67,4,4,5.4%,5.9%
2007,15,Rhode Island,Priv. Construction,149,24,5,5,20.0%,20.6%
2007,57,South Carolina,Total,"2,270","1,873",78,111,4.1%,5.9%
2007,57,South Carolina,Public,403,330,36,54,10.9%,16.5%
2007,57,South Carolina,Private,"1,867","1,543",42,57,2.7%,3.7%
2007,57,South Carolina,Priv. Manufacturing,355,288,13,16,4.5%,5.4%
2007,57,South Carolina,Priv. Construction,174,144,5,5,3.2%,3.6%
2007,45,South Dakota,Total,"2,759",354,23,27,6.5%,7.7%
2007,45,South Dakota,Public,479,59,13,16,21.7%,27.6%
2007,45,South Dakota,Private,"2,280",294,10,11,3.4%,3.7%
2007,45,South Dakota,Priv. Manufacturing,363,46,4,4,9.4%,9.8%
2007,45,South Dakota,Priv. Construction,147,20,1,1,4.4%,4.4%
2007,62,Tennessee,Total,"2,371","2,596",138,166,5.3%,6.4%
2007,62,Tennessee,Public,372,405,71,84,17.4%,20.9%
2007,62,Tennessee,Private,"1,999","2,191",67,82,3.1%,3.7%
2007,62,Tennessee,Priv. Manufacturing,374,401,20,24,5.0%,6.0%
2007,62,Tennessee,Priv. Construction,176,191,8,8,4.4%,4.4%
2007,74,Texas,Total,"8,683","9,899",463,566,4.7%,5.7%
2007,74,Texas,Public,"1,441","1,576",240,291,15.2%,18.5%
2007,74,Texas,Private,"7,242","8,323",223,275,2.7%,3.3%
2007,74,Texas,Priv. Manufacturing,898,"1,040",54,59,5.2%,5.7%
2007,74,Texas,Priv. Construction,704,851,24,28,2.8%,3.3%
2007,87,Utah,Total,"2,310","1,153",67,78,5.8%,6.8%
2007,87,Utah,Public,442,209,37,42,17.6%,20.1%
2007,87,Utah,Private,"1,868",944,31,36,3.3%,3.9%
2007,87,Utah,Priv. Manufacturing,246,124,4,5,3.4%,3.9%
2007,87,Utah,Priv. Construction,203,109,6,6,5.6%,5.6%
2007,13,Vermont,Total,"2,662",288,30,35,10.4%,12.2%
2007,13,Vermont,Public,419,44,19,22,42.6%,49.9%
2007,13,Vermont,Private,"2,243",244,11,13,4.5%,5.3%
2007,13,Vermont,Priv. Manufacturing,347,37,1,2,4.0%,5.4%
2007,13,Vermont,Priv. Construction,156,17,1,1,5.5%,5.5%
2007,54,Virginia,Total,"4,003","3,502",129,167,3.7%,4.8%
2007,54,Virginia,Public,834,712,60,83,8.5%,11.6%
2007,54,Virginia,Private,"3,169","2,790",68,84,2.5%,3.0%
2007,54,Virginia,Priv. Manufacturing,324,281,19,22,6.6%,8.0%
2007,54,Virginia,Priv. Construction,306,274,9,9,3.4%,3.4%
2007,91,Washington,Total,"3,191","2,874",579,616,20.2%,21.4%
2007,91,Washington,Public,568,502,269,285,53.6%,56.8%
2007,91,Washington,Private,"2,623","2,372",310,331,13.1%,14.0%
2007,91,Washington,Priv. Manufacturing,403,364,97,102,26.7%,28.0%
2007,91,Washington,Priv. Construction,214,197,50,51,25.6%,26.1%
2007,55,West Virginia,Total,"1,941",724,97,107,13.3%,14.7%
2007,55,West Virginia,Public,423,155,35,41,22.5%,26.7%
2007,55,West Virginia,Private,"1,518",569,62,65,10.8%,11.5%
2007,55,West Virginia,Priv. Manufacturing,155,58,14,14,23.8%,23.8%
2007,55,West Virginia,Priv. Construction,118,45,11,11,25.3%,25.3%
2007,35,Wisconsin,Total,"3,584","2,631",376,405,14.3%,15.4%
2007,35,Wisconsin,Public,510,370,188,203,50.9%,54.9%
2007,35,Wisconsin,Private,"3,074","2,261",187,202,8.3%,8.9%
2007,35,Wisconsin,Priv. Manufacturing,727,534,78,79,14.6%,14.8%
2007,35,Wisconsin,Priv. Construction,149,113,32,33,28.2%,28.8%
2007,83,Wyoming,Total,"2,384",239,19,22,7.9%,9.4%
2007,83,Wyoming,Public,554,55,9,11,15.5%,19.8%
2007,83,Wyoming,Private,"1,830",184,10,12,5.6%,6.2%
2007,83,Wyoming,Priv. Manufacturing,108,11,1,1,6.6%,7.5%
2007,83,Wyoming,Priv. Construction,167,17,1,1,5.3%,6.1%
2008,63,Alabama,Total,"1,737","1,858",181,199,9.8%,10.7%
2008,63,Alabama,Public,340,354,105,119,29.8%,33.6%
2008,63,Alabama,Private,"1,397","1,504",76,81,5.1%,5.4%
2008,63,Alabama,Priv. Manufacturing,259,269,27,28,10.0%,10.4%
2008,63,Alabama,Priv. Construction,103,117,8,8,7.3%,7.3%
2008,94,Alaska,Total,"2,322",289,68,71,23.5%,24.7%
2008,94,Alaska,Public,665,80,44,46,55.6%,58.1%
2008,94,Alaska,Private,"1,657",209,23,25,11.2%,11.9%
2008,94,Alaska,Priv. Manufacturing,51,7,1,1,12.0%,12.0%
2008,94,Alaska,Priv. Construction,157,21,7,7,34.7%,35.4%
2008,86,Arizona,Total,"2,024","2,579",227,254,8.8%,9.8%
2008,86,Arizona,Public,298,381,73,90,19.2%,23.5%
2008,86,Arizona,Private,"1,726","2,198",154,164,7.0%,7.5%
2008,86,Arizona,Priv. Manufacturing,204,259,11,12,4.3%,4.8%
2008,86,Arizona,Priv. Construction,166,210,24,24,11.5%,11.5%
2008,71,Arkansas,Total,"1,760","1,158",68,85,5.9%,7.3%
2008,71,Arkansas,Public,324,209,33,45,16.0%,21.6%
2008,71,Arkansas,Private,"1,436",950,35,40,3.6%,4.2%
2008,71,Arkansas,Priv. Manufacturing,294,190,17,18,8.7%,9.3%
2008,71,Arkansas,Priv. Construction,97,66,1,1,1.9%,1.9%
